sp_creole,dbh_cm,ht_m,ba_m2,plot_no,plot_shp,plot_area,genus
bayawonn,12.2,6.5,0.01168986626400762,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.0,7.0,0.017671458676442587,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.7,7.5,0.024605739061078654,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.2,5.0,0.006647610054996002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.9,7.4,0.02516494255341764,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.1,5.5,0.003959192141686536,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.0,6.5,0.005026548245743669,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,22.3,8.0,0.03905706526759171,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.6,4.0,0.004536459791783661,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.3,5.0,0.006792908715224532,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.4,5.2,0.004300840342764428,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.3,5.5,0.002206183440983432,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.6,6.0,0.003421194399759285,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.8,7.0,0.012867963509103792,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.7,6.2,0.010751315458747667,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,7.0,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.6,7.3,0.005808804816487527,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.0,7.6,0.020106192982974676,19,Plot_2GON.shp,0.859093,Prosopis
bwa petro,6.6,4.6,0.003421194399759285,19,Plot_2GON.shp,0.859093,
bwa petro,5.0,4.6,0.001963495408493621,19,Plot_2GON.shp,0.859093,
bayawonn,18.0,8.0,0.025446900494077322,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,6.5,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.3,6.5,0.013892908112337465,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,5.0,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.7,7.5,0.024605739061078654,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.6,5.0,0.014526724430199206,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.9,7.5,0.0037392806559352516,19,Plot_2GON.shp,0.859093,Prosopis
bwa petro,7.0,6.2,0.003848451000647497,19,Plot_2GON.shp,0.859093,
bwa petro,10.5,6.2,0.008659014751456867,19,Plot_2GON.shp,0.859093,
bayawonn,7.7,8.0,0.004656625710783471,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.4,6.0,0.0022902210444669595,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.9,6.5,0.0049016699377634745,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.8,7.5,0.014957122623741007,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.8,6.8,0.0036316811075498014,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.2,7.5,0.00817128249198705,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.5,7.5,0.01227184630308513,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.2,7.5,0.018145839167134643,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,21.0,8.0,0.03463605900582747,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,22.6,8.2,0.04011499659368807,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.8,6.5,0.017203361371057713,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.1,7.0,0.00967689077121996,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.7,3.8,0.003525652355491146,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.7,6.5,0.0059446786987552855,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.0,6.5,0.003848451000647497,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.4,6.0,0.0022902210444669595,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,5.5,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,6.5,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.3,5.5,0.00833228911548353,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,5.5,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,18.2,7.0,0.02601552876437708,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.0,7.5,0.020106192982974676,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.2,7.5,0.006647610054996002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.3,6.0,0.004185386812745002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.3,7.0,0.011882288814039998,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.3,6.4,0.018385385606970867,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.8,6.5,0.022167077763729583,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.6,6.0,0.012468981242097889,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.6,5.9,0.003421194399759285,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,3.5,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.2,6.0,0.015836768566746144,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.0,6.2,0.015393804002589988,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.1,5.8,0.017907863523625216,19,Plot_2GON.shp,0.859093,Prosopis
bwa petro,7.5,5.9,0.004417864669110647,19,Plot_2GON.shp,0.859093,
bayawonn,10.0,6.3,0.007853981633974483,19,Plot_2GON.shp,0.859093,Prosopis
bwa petro,6.1,6.0,0.002922466566001905,19,Plot_2GON.shp,0.859093,
bwa petro,19.5,7.0,0.029864765163187975,19,Plot_2GON.shp,0.859093,
bayawonn,13.8,6.9,0.014957122623741007,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.1,7.0,0.022965827695904786,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.7,7.0,0.024605739061078654,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.1,5.8,0.002922466566001905,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.4,7.0,0.021124069002737764,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,23.3,6.8,0.04263848089268407,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.3,4.0,0.0031172453105244723,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.3,5.0,0.018385385606970867,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,21.7,6.8,0.03698361411622244,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.1,6.6,0.013478217882063612,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.1,6.8,0.02035830579342526,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.0,7.2,0.017671458676442587,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.0,7.0,0.017671458676442587,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,39.3,5.9,0.12130396093857247,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.1,5.0,0.00650388219109427,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,40.4,8.0,0.1281895466370779,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,36.3,7.5,0.10349113059271836,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.0,6.2,0.015393804002589988,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.0,7.0,0.020106192982974676,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.2,6.3,0.01168986626400762,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,34.9,7.5,0.09566228169997258,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,24.1,7.0,0.0456167107282872,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,6.5,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,6.5,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.3,6.5,0.0031172453105244723,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.0,6.5,0.001963495408493621,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.3,6.5,0.010028749148422018,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.5,5.2,0.021382464998495533,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.3,5.5,0.00833228911548353,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.3,4.6,0.004185386812745002,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.5,4.2,0.002375829444277281,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.9,4.3,0.006221138852271189,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,4.5,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.7,7.0,0.008992023572737385,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.7,6.2,0.0059446786987552855,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.3,5.3,0.0031172453105244723,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.6,4.0,0.0024630086404143973,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.1,6.5,0.01149901451030204,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,23.6,7.0,0.04374353610858429,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,6.5,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.1,6.0,0.0020428206229967626,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.5,7.0,0.010386890710931254,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.8,6.5,0.004778362426110076,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.2,5.0,0.003019070540099791,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.8,6.0,0.0036316811075498014,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.9,5.5,0.011122023391871266,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.3,7.0,0.018385385606970867,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,5.0,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.3,6.0,0.018385385606970867,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.4,5.5,0.0022902210444669595,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.5,5.5,0.007088218424661971,19,Plot_2GON.shp,0.859093,Prosopis
bwa kaka,19.2,6.5,0.028952917895483533,19,Plot_2GON.shp,0.859093,Capparis
bwa kaka,16.0,6.5,0.020106192982974676,19,Plot_2GON.shp,0.859093,Capparis
bayawonn,6.8,5.0,0.0036316811075498014,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.0,5.0,0.005026548245743669,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,3.2,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.7,6.5,0.003525652355491146,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.2,5.5,0.01168986626400762,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,6.8,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.6,6.5,0.005808804816487527,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.8,6.2,0.004778362426110076,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.0,6.5,0.0063617251235193305,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.6,6.5,0.0024630086404143973,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,6.3,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.2,5.6,0.005281017250684441,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.5,5.4,0.01651299638543135,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.1,6.5,0.02035830579342526,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,27.5,8.6,0.05939573610693204,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.4,5.0,0.023778714795021142,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.8,6.0,0.012867963509103792,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.2,7.0,0.015836768566746144,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.1,6.0,0.00650388219109427,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.7,5.6,0.0059446786987552855,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,7.0,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,18.5,5.5,0.026880252142277666,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.4,6.0,0.018626502843133885,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.0,6.0,0.015393804002589988,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,5.6,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
gayak,8.7,5.0,0.0059446786987552855,19,Plot_2GON.shp,0.859093,Guaiacum
,5.2,4.0,0.0021237166338267006,19,Plot_2GON.shp,0.859093,
bayawonn,11.3,7.0,0.010028749148422018,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.0,5.9,0.017671458676442587,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,7.5,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.0,7.5,0.013273228961416878,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.5,5.0,0.014313881527918496,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.4,6.0,0.008494866535306803,19,Plot_2GON.shp,0.859093,Prosopis
bwa kaka,7.9,6.0,0.0049016699377634745,19,Plot_2GON.shp,0.859093,Capparis
bayawonn,8.6,6.0,0.005808804816487527,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.0,6.5,0.005026548245743669,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,18.1,7.7,0.025730429231063806,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.0,7.0,0.007853981633974483,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.6,6.5,0.007238229473870883,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.5,6.0,0.002375829444277281,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.2,7.0,0.005281017250684441,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.4,6.0,0.008494866535306803,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.6,6.5,0.007238229473870883,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.9,6.0,0.0049016699377634745,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.1,6.5,0.008011846664817369,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.0,4.8,0.003848451000647497,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.0,6.3,0.013273228961416878,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.7,5.0,0.0025517586328783095,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.5,4.5,0.007088218424661971,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.3,7.0,0.011882288814039998,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.0,6.5,0.011309733552923255,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.3,7.5,0.016060607043314423,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.4,6.0,0.008494866535306803,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.6,6.3,0.003421194399759285,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.2,6.0,0.00817128249198705,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.7,7.0,0.012667686977437444,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.4,6.4,0.008494866535306803,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,6.5,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.3,6.5,0.011882288814039998,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.5,3.5,0.005674501730546565,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,6.6,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.5,7.0,0.010386890710931254,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.4,5.0,0.0022902210444669595,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.3,6.0,0.005410607947645022,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.0,4.0,0.005026548245743669,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.2,7.0,0.015836768566746144,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.0,7.2,0.017671458676442587,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.5,6.0,0.014313881527918496,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.7,4.5,0.003525652355491146,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,24.0,7.9,0.04523893421169302,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.4,6.0,0.005541769440932396,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.8,6.7,0.0026420794216690155,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,5.5,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.5,6.5,0.02405281875404685,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.0,7.0,0.0063617251235193305,19,Plot_2GON.shp,0.859093,Prosopis
,7.4,4.6,0.004300840342764428,19,Plot_2GON.shp,0.859093,
,17.2,6.0,0.023235219265950107,19,Plot_2GON.shp,0.859093,
bayawonn,6.8,,0.0036316811075498014,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.6,,0.005808804816487527,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.8,,0.004778362426110076,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.5,,0.002375829444277281,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,16.5,,0.021382464998495533,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,13.3,,0.013892908112337465,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,17.2,,0.023235219265950107,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.7,6.0,0.003525652355491146,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.8,4.6,0.0036316811075498014,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.3,6.8,0.016060607043314423,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.0,,0.009503317777109124,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.0,7.0,0.015393804002589988,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,21.4,7.5,0.03596809429094954,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.2,6.8,0.00817128249198705,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.8,7.3,0.012867963509103792,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.4,5.5,0.003216990877275948,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,15.3,7.0,0.018385385606970867,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.2,6.5,0.005281017250684441,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.2,7.0,0.00985203456165759,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,3.5,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
,5.3,2.4,0.002206183440983432,19,Plot_2GON.shp,0.859093,
bayawonn,9.3,5.5,0.006792908715224532,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,14.4,,0.01628601631620949,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,6.0,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.3,6.5,0.006792908715224532,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.8,,0.009160884177867838,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.0,,0.0028274333882308137,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.9,,0.009331315579325082,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.0,,0.003848451000647497,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,10.3,,0.00833228911548353,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.5,,0.004417864669110647,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.4,,0.006939778171779853,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.5,5.5,0.002375829444277281,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,9.0,6.0,0.0063617251235193305,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,12.0,6.0,0.011309733552923255,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,19.0,5.5,0.028352873698647883,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.5,6.0,0.004417864669110647,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.3,5.7,0.010028749148422018,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.9,4.5,0.0049016699377634745,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,20.0,6.2,0.031415926535897934,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.0,6.8,0.003848451000647497,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,5.6,5.5,0.0024630086404143973,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,7.4,5.5,0.004300840342764428,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,11.8,7.0,0.010935884027146072,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,6.5,5.0,0.0033183072403542195,19,Plot_2GON.shp,0.859093,Prosopis
bayawonn,8.9,5.0,0.006221138852271189,19,Plot_2GON.shp,0.859093,Prosopis
chenn,5.0,2.8,0.001963495408493621,20,Plot_3GON_p.shp,1.361225,Catalpa
fwenn,7.8,4.6,0.004778362426110076,20,Plot_3GON_p.shp,1.361225,Simarouba
bayawonn,19.0,5.3,0.028352873698647883,20,Plot_3GON_p.shp,1.361225,Prosopis
benzoliv,10.9,4.7,0.009331315579325082,20,Plot_3GON_p.shp,1.361225,Moringa
fwenn,8.0,4.2,0.005026548245743669,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,8.1,4.1,0.005152997350050658,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,9.1,5.2,0.00650388219109427,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,10.7,5.1,0.008992023572737385,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,6.6,3.0,0.003421194399759285,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,9.5,3.0,0.007088218424661971,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,9.5,5.6,0.007088218424661971,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,7.4,4.0,0.004300840342764428,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,6.6,5.7,0.003421194399759285,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,5.8,4.4,0.0026420794216690155,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,5.8,4.0,0.0026420794216690155,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,10.3,4.8,0.00833228911548353,20,Plot_3GON_p.shp,1.361225,Simarouba
bayawonn,27.0,5.7,0.057255526111673984,20,Plot_3GON_p.shp,1.361225,Prosopis
fwenn,8.8,4.2,0.006082123377349841,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,9.0,4.0,0.0063617251235193305,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,8.9,4.6,0.006221138852271189,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,9.0,4.0,0.0063617251235193305,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,4.2,3.6,0.001385442360233099,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,11.7,4.7,0.010751315458747667,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,5.9,4.0,0.002733971006786518,20,Plot_3GON_p.shp,1.361225,Simarouba
fwenn,5.4,3.6,0.0022902210444669595,20,Plot_3GON_p.shp,1.361225,Simarouba
bayawonn,13.8,3.4,0.014957122623741007,20,Plot_3GON_p.shp,1.361225,Prosopis
bayawonn,14.5,3.8,0.01651299638543135,20,Plot_3GON_p.shp,1.361225,Prosopis
bayawonn,19.0,6.5,0.028352873698647883,20,Plot_3GON_p.shp,1.361225,Prosopis
bayawonn,14.6,4.5,0.016741547250980007,20,Plot_3GON_p.shp,1.361225,Prosopis
benzoliv,10.9,4.7,0.009331315579325082,20,Plot_3GON_p.shp,1.361225,Moringa
bayawonn,23.9,3.0,0.04486272849142564,20,Plot_3GON_p.shp,1.361225,Prosopis
bayawonn,18.0,2.7,0.025446900494077322,20,Plot_3GON_p.shp,1.361225,Prosopis
bayawonn,26.5,4.0,0.05515458602458581,20,Plot_3GON_p.shp,1.361225,Prosopis
bayawonn,5.2,3.8,0.0021237166338267006,20,Plot_3GON_p.shp,1.361225,Prosopis
bayawonn,6.0,2.5,0.0028274333882308137,20,Plot_3GON_p.shp,1.361225,Prosopis
bayawonn,10.0,2.5,0.007853981633974483,20,Plot_3GON_p.shp,1.361225,Prosopis
benzoliv,18.3,4.8,0.026302199094017143,20,Plot_3GON_p.shp,1.361225,Moringa
benzoliv,17.3,5.0,0.023506181632322234,20,Plot_3GON_p.shp,1.361225,Moringa
benzoliv,10.6,5.1,0.008824733763933728,20,Plot_3GON_p.shp,1.361225,Moringa
benzoliv,13.1,4.2,0.013478217882063612,20,Plot_3GON_p.shp,1.361225,Moringa
benzoliv,16.0,3.9,0.020106192982974676,20,Plot_3GON_p.shp,1.361225,Moringa
bayawonn,11.8,4.0,0.010935884027146072,20,Plot_3GON_p.shp,1.361225,Prosopis
chenn,5.5,2.0,0.002375829444277281,20,Plot_3GON_p.shp,1.361225,Catalpa
chenn,11.6,5.5,0.010568317686676062,20,Plot_3GON_p.shp,1.361225,Catalpa
mango,70.5,11.0,0.3903625221626167,21,1casimir.shp,1.931061,Mangifera
mango,76.0,10.0,0.45364597917836613,21,1casimir.shp,1.931061,Mangifera
mango,19.0,10.0,0.028352873698647883,21,1casimir.shp,1.931061,Mangifera
mango,32.5,9.0,0.08295768100885548,21,1casimir.shp,1.931061,Mangifera
mango,57.4,9.0,0.25876984528353764,21,1casimir.shp,1.931061,Mangifera
mango,24.5,9.0,0.04714352475793183,21,1casimir.shp,1.931061,Mangifera
kajou,25.8,8.0,0.052279243348387745,21,1casimir.shp,1.931061,Swietenia
bwa blan,8.0,6.7,0.005026548245743669,21,1casimir.shp,1.931061,Phyllostylon
bwa blan,8.8,6.5,0.006082123377349841,21,1casimir.shp,1.931061,Phyllostylon
bwa blan,6.0,6.5,0.0028274333882308137,21,1casimir.shp,1.931061,Phyllostylon
bwa blan,7.5,6.5,0.004417864669110647,21,1casimir.shp,1.931061,Phyllostylon
